2020-05-18/16:35:51		 ApsFailure_10051992_120210.csv: File loaded successfully!!
2020-05-18/16:40:48		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:48		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:48		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:48		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:48		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:48		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:49		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:49		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:49		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:49		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:49		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:49		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:49		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:49		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:49		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:49		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:49		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:49		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:49		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:50		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:51		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:52		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:52		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:52		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:52		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:52		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:52		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:52		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:52		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:52		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:52		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:52		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:52		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:52		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:52		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:52		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:52		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:52		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:52		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:52		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:52		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:52		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:52		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:52		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:53		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:54		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:55		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:56		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:57		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:58		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:40:59		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:00		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:01		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:02		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:02		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:02		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:02		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:02		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:02		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:02		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:02		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:02		 ApsFailure_10051995_120213.csv: File loaded successfully!!
2020-05-18/16:41:02		 ApsFailure_10051995_120213.csv: File loaded successfully!!
