class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,388,0,34,24,0,0,0,0,0,1062,23260,11842,2548,0,0,0,16894,0,104,0,1114,1642,46770,43316,8358,2034,0,0,0,0,60,32,0,0,0,0,0,0,4086,6562,28064,0,1306,2,4,10,14,24330,13046,0,0,0,20726,10202,3050,1584,1440,662,608,426,14,0,56268,0,0,0,0,16894,624,3654,4612,na,na,na,na,na,na,na,na,8140,387.36,56268,56268,60204,109,0,5476,55980,38798,1209600,1440,0,10,0,27174.72,0,10408.32,0,26,0,0,11300,17610,9546,246,10,0,0,0,24,28,56268,0,1334,24,34,1894,842,12144,20260,2170,10,0,34,88,26994,536,0,96,0,0,28034,246,86,0,0,0,0,0,0,0,0,366,76,8,0,0,1202,204,200,20,0,0,0,0,0,180.32,76,12280,8656,4552,2522,3742,2692,2506,1762,0,0,0,0
neg,42144,na,512,484,0,0,0,0,0,0,26410,1674924,2566418,542340,17262,0,1856616,0,0,0,0,0,4200660,3586796,871138,459062,0,0,0,0,1440,482,0,0,0,0,0,17018,4240116,155350,414870,0,4832,1112,1854,31888,1836984,2900562,50116,6,0,0,3011338,868210,360186,225192,160004,180652,21772,0,0,0,5073656,0,278,210,36,1856616,56532,243780,623968,173820,214800,215060,224960,na,na,na,na,26220,42144.6,5073656,5073656,5014806,16556,21418,11084,215160,4827354,1209600,137828,2,576,0,3033785.28,0,1788284.16,0,0,0,0,44,444742,2336674,1536444,466372,36534,6068,476,358,368,5073656,na,12164,1464,142348,795958,582084,2459596,738206,94452,1082,0,844,1292,2645902,37512,0,5350,0,110,3222438,8314,1096,0,0,0,0,0,0,0,0,31606,31170,7246,0,0,115618,23420,2603800,305132,0,0,0,0,3030620,3364.58,3532,1866612,1034378,431140,279700,617608,384960,148102,43942,20630,282,0,0
neg,39396,na,706,644,0,0,0,0,0,0,2618,462524,1398638,487116,19550,0,1060636,0,0,0,0,0,2192674,1964978,244834,183750,0,0,0,0,992,468,0,0,0,0,6378,800510,1086892,422102,54564,0,2666,234,458,72258,1699228,592992,2610,0,0,0,894056,435082,216002,168510,142856,134170,337072,42698,0,0,2437976,0,402,110,12,1060636,27996,121434,122788,122820,116080,na,na,na,na,na,na,1460,39395.81,2437976,2437976,2450114,12401,32758,120054,13440,2370446,1209600,89648,0,98,0,2021451.84,0,345134.4,0,0,0,0,0,32088,646324,1096152,538596,48108,8178,1000,10,18,2437976,na,4850,458,2046,237408,108908,1484950,528902,2924,0,0,1000,948,1869556,104744,0,990,0,38,2040170,2184,104,0,0,0,0,0,0,0,0,14014,32542,5498,0,0,77212,17756,264940,71610,0,0,0,0,38395780,933.7,1040,362676,418300,261550,123698,195806,137224,121514,107232,539404,103042,0,0
neg,2352,na,156,134,0,0,0,0,0,0,78,37632,78812,19274,0,0,56672,0,0,0,0,0,128672,119788,16190,7202,0,0,0,0,46,218,0,0,0,0,0,4898,86610,28628,15660,0,118,62,56,96,71964,63498,2,0,0,0,65880,55794,12604,1400,86,32,0,0,0,0,144888,0,0,500,0,56672,1238,11000,5164,na,na,na,na,na,na,na,na,15940,2352.8,144888,144888,149606,458,786,14368,144640,135796,1209600,3228,2,4,0,126349.44,0,9360.96,0,0,0,0,0,12088,71940,50624,934,172,38,0,0,4,144888,na,152,32,78,5248,1586,25984,100766,1924,26,0,234,270,124048,69846,0,2,0,28,126812,84,60,0,0,0,0,0,0,0,0,580,236,106,0,0,2130,506,570460,64712,0,0,0,0,1352800,52.54,54,10252,14680,10656,7388,28602,63094,1008,94,22,0,0,0
neg,122764,na,484,474,0,0,0,0,0,408,166074,3351692,3190236,619010,16056,284,3370422,0,0,0,2374,2920,6819284,6173314,760454,526818,0,0,0,0,518,256,0,0,0,0,0,970008,5784142,342378,247232,0,3826,1148,1740,22680,3762898,3544220,7240,8,0,0,2470948,1514570,720560,627834,572408,531170,761990,144280,0,0,7583232,0,92,58,32,3370422,77178,404512,354500,114560,116820,110220,116080,121240,143240,na,na,26940,122764.79,7583232,7583232,7588994,37113,362962,24630,309840,7343760,1209600,189148,0,376,0,6259160.64,0,1077853.44,0,0,0,0,27100,1108020,3464300,2298110,397132,39684,8874,540,4,354,7583232,na,7820,1366,3274,403462,501254,2690272,3718818,17494,0,0,620,1116,5173796,10928,0,11600,0,40,6321316,4764,1034,0,0,0,0,0,0,0,0,40336,98656,18204,0,0,221534,33562,2546620,649536,0,0,0,0,3024800,2722.3,2470,1128852,1027480,731554,382002,871110,721260,605184,445822,1231670,198826,0,0
neg,8,0,6,6,0,0,0,0,0,0,3698,1592,1516,0,0,0,1974,0,0,0,1488,2790,3480,3428,18382,240,0,0,0,0,14,30,0,0,0,0,0,0,0,3830,2976,0,44,2,14,766,188,1604,4188,0,0,0,5670,216,88,68,56,36,38,362,78,194,23362,0,2,0,0,1974,94,16254,2116,na,na,na,na,na,na,na,na,18260,7.36,23362,23362,28952,26,0,2258,23220,6834,1209600,204,2,4,0,1447.68,0,4409.28,0,2,0,0,3550,894,1522,348,492,0,0,0,0,4,23362,0,1002,4,14,12,2,1168,4062,530,12,0,8,106,1782,72,0,0,0,0,1790,32,44,0,0,0,0,0,0,0,0,152,0,0,0,0,6,2,0,0,0,8,0,0,0,83.02,32,5554,1078,26,12,42,74,12,8,0,0,0,0
neg,50562,na,570,532,0,0,0,0,0,0,552,100582,1938134,1266642,111892,7012,1433446,0,0,0,0,0,3237076,2864790,576970,293460,0,0,0,0,1906,316,0,0,0,0,0,28960,819446,2406916,169492,0,5824,7804,7994,155936,2832222,415026,8,0,0,0,1356892,763774,325460,229738,170732,153988,250208,174022,0,0,3814878,164,230,306,8,1433446,33774,325152,250008,164820,148100,223600,na,na,na,na,na,33180,50562.92,3814878,3814878,3813364,20631,674,13702,177360,3424814,1209600,105844,2,68,0,2809593.6,0,611534.4,0,0,0,0,0,3986,610666,1799702,945922,57448,6732,358,16,20,3814878,na,6748,718,176016,265080,298252,2278650,393244,6102,4,0,718,744,2821610,55692,0,73188,0,10,2848394,2020,352,0,0,0,0,0,0,0,0,20542,45780,8166,0,0,115788,16340,108500,14904,0,0,0,0,784730,1242.32,1612,637568,539034,407506,225190,418552,394208,304204,195474,294086,8992,0,0
neg,1309618,0,na,na,na,na,0,0,0,0,198,155324,218674,21500,1070,0,12183234,0,0,0,1382580,1980362,21231214,20278290,11087612,1710012,na,0,912,0,na,na,0,0,0,0,0,0,16114,341982,38670,0,976,572,750,3960,15950,374558,0,0,0,0,249916,87142,22784,11050,8454,11432,3466,682,380,1460,33704970,na,na,na,na,12183234,321368,9141964,1934672,331740,486620,404080,393640,398380,456580,466340,451600,360960,1309617.51,33704970,33704970,90433724,2193,na,76684,1004460,70920764,1209600,na,na,na,na,64485096,0,6409247.04,12,82,0,0,0,47904,254410,78954,13124,1900,446,28,na,na,33704970,0,782,134,27502,25184,9326,193284,137054,3488,12,0,26,20,274470,81890,134,404,0,0,315664,na,na,na,na,na,na,na,na,na,na,189652,na,na,na,na,na,na,na,na,na,na,na,na,na,na,246,55126,59234,41062,21848,45450,24776,64112,84036,1122,0,na,na
neg,42278,na,262,200,0,0,0,0,0,0,5078,660090,1372378,319212,626,0,1164692,0,0,0,0,0,2187404,2024310,235094,140394,0,0,0,0,238,60,0,0,0,0,0,50260,995988,1157956,153180,0,2260,782,984,820,22910,2329044,584,0,0,0,573756,659086,364258,282016,187422,114354,73414,100714,2364,0,2422620,746,710,978,0,1164692,25840,126210,108500,106720,125840,na,na,na,na,na,na,380,42278.23,2422620,2422620,2428694,15135,16708,120010,880,2357384,1209600,56288,2,58,0,2191309.44,0,163944,16,324,0,0,0,197084,1081220,970198,99832,7490,1542,18,36,42,2422620,na,2772,206,34396,121540,79182,1858298,256936,4042,12,0,396,90,1656888,202534,0,18772,0,0,2199238,810,188,0,0,0,0,0,0,0,0,11312,28284,6116,0,0,58554,12440,1862100,251050,0,0,0,0,2614000,491.7,498,175664,313138,230600,130858,345190,392680,338366,231414,197848,1626,0,0
neg,45082,na,2130706432,514,0,0,0,0,0,0,228,78524,2218786,724292,10790,0,1389602,0,0,0,0,0,2562924,2062422,631152,436532,0,0,0,0,450,50,0,0,0,0,0,102388,785616,1909158,235458,0,2212,1756,2640,4416,28936,2988102,4558,0,0,0,917250,728132,305384,237780,237404,463484,143186,0,0,0,3194582,0,20,422,4,1389602,53010,314488,315538,220220,267600,na,na,na,na,na,na,137660,45082.94,3194582,3194582,3193722,20291,13878,72922,768920,3032620,1209600,124344,4,40,0,2750152.32,0,280499.52,22,758,0,0,0,1024,635118,1705344,652310,32766,5340,718,40,46,3194582,na,4322,558,101100,155830,157506,2098714,501158,13324,108,0,818,132,2439800,210014,0,352,0,50,2765896,1870,616,0,0,0,0,0,0,0,0,35116,27012,11512,0,0,88746,17828,8815100,1170348,0,0,0,0,5598090,1092.48,1254,302912,771240,436770,202658,391354,293176,227378,180036,208236,18860,0,0
neg,1086,na,68,66,0,0,0,0,0,0,258,26284,140924,5920,0,0,66786,0,0,0,0,0,182146,165692,23886,9376,0,0,0,0,302,104,0,0,0,0,0,0,131766,41620,0,0,352,82,170,214,69342,103220,6,0,0,0,115610,26480,11200,8160,6544,4960,422,10,0,0,206150,0,56,168,0,66786,1780,12008,11760,na,na,na,na,na,na,na,na,23060,1085.52,206150,206150,205290,387,17634,20158,205240,173386,1209600,4974,2,12,0,73103.04,70185.6,29269.44,0,0,0,0,0,5304,46636,98290,21646,1144,360,6,14,26,206150,na,606,100,214,10574,46768,44072,68052,3000,0,0,78,362,53180,1744,0,26,0,20,77916,226,46,0,0,0,0,0,0,535640,105090,1188,566,116,0,0,2774,778,20120,22484,0,0,0,0,0,219.14,218,101706,25226,8606,5386,9940,6090,6100,4594,5704,34,0,0
neg,1350,na,0,na,0,0,0,0,0,0,992,73628,3906,0,0,0,37256,0,262,0,0,0,80566,76078,7376,2186,0,0,0,0,0,0,0,0,0,0,0,0,25666,9524,43336,0,1466,188,220,136,444,74848,1224,0,0,0,26088,36176,10248,3912,1072,426,578,26,0,0,87966,0,178,16,6,37256,704,4000,3350,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,7080,1350.62,87966,87966,89772,284,890,8670,87540,78526,1209600,0,na,na,na,69859.2,0,7201.92,na,na,0,0,0,45280,31156,1746,250,94,0,0,na,0,87966,na,1448,28,858,4096,2454,43390,24988,1262,2,0,na,na,na,na,na,na,na,na,na,70,52,0,0,0,0,0,0,0,0,390,196,42,0,0,1718,326,172740,17542,0,0,0,0,350630,na,na,9276,7930,4848,2498,9768,40548,1074,394,2180,10,0,0
neg,26524,na,na,na,na,na,0,0,0,0,218780,1283718,120078,4050,0,0,713626,0,46,na,370,1052,1309432,1153098,570964,146434,na,0,0,0,na,na,0,0,0,0,0,0,0,157994,1468632,0,4818,1996,4920,12672,218920,1383300,0,0,0,0,319526,794400,407340,65846,21402,9398,4232,4196,286,0,1880962,na,na,na,na,713626,24440,286232,282818,na,na,na,na,na,na,na,na,na,26523.59,1880962,1880962,na,8573,na,na,na,na,na,na,na,na,na,1410191.04,73.92,213688.32,na,na,0,0,11114,965226,582162,53928,10998,2984,214,0,na,na,1880962,na,3510,218,122376,85380,296460,1107128,11554,0,0,0,190,118,1250288,572084,0,152,0,0,1294000,na,na,na,na,na,na,na,na,na,na,9652,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,225528,264706,107490,39242,103126,251100,491838,143198,398,0,na,na
neg,80112,na,2130706432,152,0,0,0,0,0,0,96464,1807252,2626186,877026,47688,1886,2250972,0,0,0,88,250,4854132,4184388,1015172,563716,0,0,0,0,190,38,0,0,0,0,0,164956,2360390,2444764,486392,0,4892,1576,2412,207756,3946590,1293032,244,0,0,0,1590218,1413898,648908,582088,504708,361104,271390,84186,2,0,5870560,16,8,84,20,2250972,64898,657572,356260,188100,174400,179620,256640,na,na,na,na,206240,80111.37,5870560,5870560,5861628,32490,42,95760,1019640,5456502,1209600,83474,2,86,0,4858405.44,0,592553.28,0,0,0,0,4040,400656,2246714,2171388,579052,46726,7532,394,0,0,5870560,na,8262,900,21084,332988,185904,3007138,1812996,86508,716,6,278,160,4887584,78668,0,37490,0,14,4936814,1488,114,0,0,0,0,0,0,0,0,38286,44214,21074,0,0,44764,11078,10560720,1056910,0,0,0,0,111380,1760.12,2096,642638,951886,963456,560696,1035104,780136,421954,98058,2574,0,0,0
neg,1458,na,0,na,0,0,0,0,0,0,5262,46042,33758,0,0,0,40020,0,0,0,0,0,90762,86864,7184,2498,0,0,0,0,0,0,0,0,0,0,0,0,40330,5342,39390,0,1164,22,36,38,2452,81350,0,0,0,0,33948,44886,5010,574,222,408,14,0,0,0,97966,0,4,176,0,40020,712,4242,2920,na,na,na,na,na,na,na,na,6940,1457.56,97966,97966,99362,245,426,9708,97820,85062,1209600,0,na,na,na,76130.88,0,7807.68,0,18,0,0,0,37068,46720,982,246,46,0,0,na,0,97966,na,1186,18,814,4930,2296,24438,49432,1900,48,0,na,na,na,na,na,na,na,na,na,90,22,0,0,0,0,0,0,0,0,336,230,38,0,0,1212,272,308700,31416,0,0,0,0,457600,144.18,58,9526,7958,3738,1976,18128,42960,658,88,30,0,0,0
neg,41046,na,2130706442,970,0,0,0,0,0,0,2048,414412,1440624,1047732,51456,6270,1245480,0,0,0,0,0,2498634,1980812,695612,461334,0,0,0,0,1628,246,0,0,0,0,0,0,1060396,1577838,324308,0,3434,1182,2668,125046,2230034,599508,548,64,24,34,1036608,680668,283500,192980,147374,137182,203100,279572,1558,0,3194924,106,316,324,14,1245480,42290,359848,330122,240280,260740,na,na,na,na,na,na,188180,41046.57,3194924,3194924,3195428,19873,2670,73588,769100,2962542,1209600,107664,14,42,0,2524767.36,0,435540.48,0,0,0,0,0,71354,686738,1441904,713202,40870,7770,704,20,32,3194924,na,4402,596,62836,158958,120786,1977754,609436,27518,256,0,1460,624,2470458,61830,0,107788,0,22,2542040,1742,186,0,0,0,0,0,0,0,0,27450,51240,16214,0,0,71748,10506,9412860,971534,0,0,0,0,15094450,1562.26,1310,456192,551662,468832,278430,614808,330862,143884,69600,48166,106,0,0
neg,30502,na,1410,1234,0,0,0,0,0,0,45820,617716,988618,530120,29828,3594,991486,0,0,0,0,0,1885494,1559788,440314,280128,0,0,4884,0,4960,382,0,0,0,0,0,0,742498,1346846,126352,0,3342,2734,9336,324834,1548670,326760,20,0,0,0,630222,629694,237230,168824,122276,97032,116648,205202,8568,0,2326242,34,100,362,10,991486,28496,187246,250652,224500,na,na,na,na,na,na,na,211480,30502.42,2326242,2326242,2317584,14586,38716,108120,1111740,2215696,1209600,52722,0,38,0,1881508.8,0,332685.12,0,0,0,0,0,234188,740036,837602,383192,17946,2604,128,4,14,2326242,na,3018,396,107114,131780,249770,1518218,197118,8238,44,0,2472,1024,900770,40940,0,3672,0,24,1893598,1396,310,0,0,0,0,0,0,0,0,16168,19212,3438,0,0,54450,10318,3639720,560438,695148,3688,0,0,502450,666.9,822,342876,563702,266624,118270,252464,250270,179320,105354,134820,1996,0,0
neg,568,na,52,46,0,0,0,0,0,0,36800,27560,2776,0,0,0,na,0,102,0,na,3256,na,51006,na,3944,0,0,0,0,108,28,0,0,0,0,0,0,0,20646,46490,0,1208,114,162,582,2644,62426,0,0,0,0,39586,14564,9554,2234,436,156,62,534,10,0,na,26,24,32,0,na,na,34446,15912,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,49740,568.17,na,na,113760,216,0,11040,115780,67136,1209600,2038,8,8,0,36669.12,579.84,28744.32,na,na,0,10,32772,30146,3448,750,10,0,0,0,0,4,na,na,1194,42,1454,3328,2966,53394,4758,0,0,0,54,34,36798,86,0,0,0,0,39940,256,98,0,0,10,3266,0,0,0,0,na,0,0,2390,650,920,274,560,56,7630,118,0,0,0,na,na,31870,10924,3468,1186,3284,6428,7962,2014,0,0,0,0
neg,16,0,42,na,0,0,0,0,0,0,4,1142,9106,0,0,0,4244,0,48,0,0,0,14738,13766,15514,338,0,0,0,0,4,18,0,0,0,0,0,0,0,4286,5966,0,52,24,58,924,372,1748,7074,0,0,0,8374,480,88,56,248,46,62,606,138,154,30244,0,4,0,0,4244,88,14908,602,na,na,na,na,na,na,na,na,15440,15.54,30244,30244,31878,27,0,2994,30180,10284,1209600,234,na,na,na,1638.72,0,7508.16,0,10,0,0,0,0,8994,600,644,10,4,0,na,6,30244,0,1138,4,10,114,4022,3588,1030,344,2,0,na,na,na,na,na,na,na,na,na,12,32,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,2,12,0,0,0,0.48,16,8676,1056,120,46,128,130,52,44,0,0,0,0
neg,386,na,16,14,0,0,0,0,0,0,144,24162,7320,0,0,0,13294,0,0,0,0,0,31374,24016,21182,3258,0,0,0,0,18,38,0,0,0,0,0,0,0,23204,8422,0,114,28,68,34,948,30434,0,0,0,0,15066,8470,5704,1010,550,190,432,202,2,0,52618,4,0,4,0,13294,500,14032,6814,na,na,na,na,na,na,na,na,20580,386.68,52618,52618,52364,122,0,4988,52140,31626,1209600,1008,0,10,0,21718.08,0,8976,0,16,0,0,0,20262,9766,1162,428,8,0,0,0,14,52618,na,1024,38,1006,1000,986,11908,14244,1404,16,0,10,132,22742,8786,0,0,0,0,22750,88,122,0,0,0,0,0,0,0,0,472,106,20,0,0,568,100,140,14,0,0,0,0,0,80.5,82,10156,5476,1082,1026,2310,1044,544,9980,8,0,0,0
neg,23934,2,386,358,0,0,0,0,0,16034,1068530,695704,157080,51054,320,0,837538,0,0,0,41930,74574,1885102,1761270,549454,115526,0,0,0,0,246,808,0,0,0,0,0,0,0,528798,1459924,0,2378,1662,2752,4394,7170,1686352,263578,20434,2,0,868154,512728,249596,160596,62222,42422,25414,29090,14418,24082,2476956,1274,518,920,0,837538,14398,388146,158726,273260,264980,na,na,na,na,na,na,6720,23933.89,2476956,2476956,2459652,8181,14,3432,53040,1990032,1209600,40016,2,48,0,1326971.52,355634.88,304507.2,94,792,0,4102,725646,858736,311684,82860,3796,1640,258,0,0,18,2476956,0,3856,522,64402,209492,278858,1195766,226426,9274,124,2,214,1532,1341214,705514,0,360,0,0,1341608,1764,470,0,0,20,355750,0,0,0,0,9330,3440,416,1950918,226086,39202,4188,8859800,885738,2334328,15902,0,0,0,1206.02,1080,673846,252824,143504,52282,116286,218962,499716,31280,22,0,0,0
neg,87830,na,2130706436,352,0,0,0,0,0,0,1928,353542,3400430,2595208,189086,16080,2736682,0,0,0,0,0,5765640,4885844,1104260,721846,0,0,0,0,944,364,0,0,0,0,0,17290,622716,3904998,2011270,0,6174,7036,9056,447756,5071056,1014872,324,0,0,0,2092258,1655206,554334,473434,458310,431096,532472,359164,0,0,6871406,1300,526,4236,16,2736682,87842,512550,584570,196980,193400,214720,168380,182440,na,na,na,133180,87829.48,6871406,6871406,6863402,43458,1818,72052,804840,6556274,1209600,260360,2,162,0,5571052.8,0,978940.8,0,0,0,0,0,141184,828268,3532846,1931366,106450,15248,912,0,4,6871406,na,12090,1278,133970,517908,265566,3040454,2514760,69860,388,0,540,1028,5550362,495432,0,6670,0,24,5635650,4734,324,0,0,0,0,0,0,0,0,49772,77982,19992,0,0,229674,35920,14455040,1453184,0,0,0,0,18229410,2338.86,3046,1029128,1714314,893352,393710,708582,566630,475856,396474,366500,11728,0,0
pos,1229076,na,1358,na,0,0,0,0,28338,1871100,8814556,8122462,2357844,80406,0,0,37517676,6210,1516,na,4586886,6777052,68030900,60219012,23073302,9657922,6,0,0,0,4518,1292,0,0,0,0,0,0,13048,5783074,15478584,0,193192,35732,31938,92516,20759944,161376,8,0,0,0,5963626,6741058,2824978,1887740,1136452,885028,1358382,475662,1780,0,95714376,2316,5226,5532,0,37517676,1335114,6269936,16768866,255660,285660,240400,248820,251380,287060,278880,268080,221920,1229075.42,95714376,95714376,22326852,106899,480350,na,1140840,21274706,1209600,0,na,na,na,69677277.12,0,21491556.48,3422,9620,54,329254,4546692,9044642,5228000,1841696,229650,48622,6096,0,na,0,95714376,na,22514,7246,1856696,3451272,1592018,13489694,844094,11172,0,0,na,na,na,na,na,na,na,na,na,64618,2164,0,0,0,0,0,0,0,0,828900,50006,19996,0,0,627910,105408,20922440,2577446,0,0,0,0,127581630,14754.16,12608,5105180,3330102,1451244,571890,1592832,8443466,595324,137268,47366,34,0,0
neg,10570,na,2130706434,372,0,0,0,0,0,17680,59442,254344,261570,4576,0,0,237834,0,0,0,10682,15954,567006,550774,55552,18410,0,0,0,0,184,38,31132,11834,8516,14088,5972,60918,160158,162312,142682,0,316,98,160,918,25312,569964,842,2,0,0,131906,331102,84788,28570,13272,5688,1726,552,8,0,633324,2,2,4,0,237834,3326,32752,22576,na,na,na,na,na,na,na,na,54580,10570.12,633324,633324,631980,2418,20,62876,632400,597612,1209600,5074,2,8,0,558392.64,5.76,38763.84,0,76,0,290,36220,196476,317940,42406,3464,746,70,0,0,4,633324,na,642,82,6924,35462,8380,365080,175220,5716,106,0,658,478,558824,277008,0,4,0,26,560598,154,28,0,0,0,0,0,0,0,0,1846,900,414,0,0,3936,674,817480,82054,818,304,0,0,2782670,218.58,200,41278,57398,56982,40012,108848,278696,9142,2428,2806,22,0,0
neg,10,0,14,12,2,2,0,0,0,0,1128,906,2078,0,0,0,1220,0,62,0,0,0,6848,5340,11314,284,0,0,0,0,6,20,0,0,0,0,0,0,0,0,4112,0,80,2,2,576,442,264,2746,0,0,0,2942,194,106,58,190,458,66,94,4,0,18188,0,4,2,0,1220,132,9956,1334,na,na,na,na,na,na,na,na,10980,9.15,18188,18188,23708,23,0,1712,17840,4148,1209600,176,2,2,0,1411.2,0,1692.48,0,12,0,0,988,672,1530,910,12,0,0,0,0,10,18188,0,1074,12,4,14,10,690,1842,368,98,0,14,30,1294,182,0,8,0,0,1654,24,48,0,0,0,0,0,0,0,0,188,0,0,0,0,32,14,14240,1424,0,8,0,0,0,84.62,38,2952,908,72,24,24,24,46,62,0,0,0,0
neg,181520,na,0,na,0,0,0,0,0,0,7938,48280,8255966,5140190,44344,0,6142044,0,60,0,0,0,11765390,10424576,2055662,1060600,0,0,0,0,0,0,0,0,0,0,0,20,467694,3395140,9633864,0,12924,14108,27002,94230,10133652,3214792,10,0,0,0,5651878,2764194,1765286,1243362,909316,695464,378788,85900,2530,0,13824178,568,994,10450,402,6142044,149572,504756,1544544,173400,182600,164740,175620,161720,172700,178120,191800,70360,181519.28,13824178,13824178,13598820,70907,756908,28068,482540,13496718,1209600,0,na,na,na,10737361.92,0,2746590.72,na,na,0,0,0,7764,3182422,8911950,1272734,107200,14610,38,na,0,13824178,na,13856,2856,425856,1857390,783338,7506274,2879776,27360,12,0,na,na,na,na,na,na,na,na,na,12482,280,0,0,0,0,0,0,0,0,83608,107786,21074,0,0,341126,61720,19846900,4720118,0,0,0,0,87763090,na,na,2842884,2702536,1461520,731206,1413548,1443268,1289320,835692,769306,7438,0,0
neg,39794,na,64,44,0,0,0,0,0,0,0,0,0,0,0,0,1244678,0,0,0,0,0,2397020,2205148,298120,153594,0,0,0,0,196,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2695522,8,116,18,4,1244678,29506,161172,136400,135380,135640,na,na,na,na,na,na,23200,39793.74,2695522,2695522,622,0,1892,25178,272000,0,1209600,70132,0,74,0,2327352.96,0,284976.96,0,0,0,0,0,0,0,0,0,0,0,0,160,166,2695522,na,0,0,0,0,0,0,0,0,0,0,94,222,2014952,45852,28,296,0,0,2352780,1498,86,0,0,0,0,0,0,0,0,13232,30622,5152,0,0,82202,14960,999000,156140,0,0,0,0,10018890,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,30732,na,0,na,0,0,0,0,0,0,728,520180,1339772,325826,10790,0,997526,0,0,0,0,0,1869546,1595332,404880,232418,0,0,0,0,0,0,0,0,0,0,0,35348,486784,334926,1340238,0,3496,2072,2354,39062,1248854,901250,206,2,0,0,845520,441160,209214,136804,95106,78580,100104,201178,80478,9152,2274848,18,32,130,96,997526,32590,159970,243862,207600,1310700,1310700,1310700,1310700,1310700,1310700,1310700,192780,30731.3,2274848,2274848,2242366,na,36236,103050,1060100,2197296,1209600,0,na,na,na,1834168.32,0,365140.8,na,na,0,0,0,67934,1136148,856288,121546,13086,2204,90,na,0,2274848,na,2032,392,218404,135302,413866,1345726,78858,2716,0,0,na,na,na,na,na,na,na,na,na,1826,178,0,0,0,0,0,0,0,0,16494,33978,6418,5018674,2406732,94090,16140,3059300,456368,0,13858,0,0,731320,na,na,379336,417352,245022,135208,371526,358302,163182,81728,45640,0,0,0
neg,40256,na,264,140,0,0,0,0,0,0,1296,260202,1782784,633120,28348,0,1186174,0,0,0,0,0,2480970,2237650,383466,203678,0,0,0,0,214,80,0,0,0,0,0,117480,862396,867288,858586,0,1670,956,1824,195220,1906264,599788,28,0,0,0,1103418,633972,256342,178590,145046,123804,117940,146426,212,0,2864842,466,1582,1444,2,1186174,32018,225534,157066,162280,179000,na,na,na,na,na,na,37640,40255.31,2864842,2864842,2870596,15513,1080,41898,440220,2705750,1209600,76770,0,116,0,2330527.68,0,373262.4,0,0,0,0,0,60844,904708,1436732,285676,14936,2762,92,24,30,2864842,na,3462,448,51964,220528,154370,1788324,473686,12870,98,0,410,428,2311232,267450,22,6758,0,0,2353302,1570,306,0,0,0,0,0,0,0,0,14912,31036,5878,0,0,87864,15280,34860,8272,197446,7426,0,0,1506460,899.48,1042,395194,470212,373926,191796,416218,409226,219192,118530,107348,4108,0,0
neg,184,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,184.58,na,na,na,na,na,3968,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
